"Timestamp","Solution Area","Joint","Detection","Confidence %","Severity","Encoder Pulses","Temperature °C","Humidity %","Vibration Pulses","Acoustic Pulses","Acoustic Raw","Motor Current A","Remarks","Maintenance Action"
"2026-09-12T11:57:41.843165","AI Vision / Joint Inspection","Joint 1","joint_damage","52.8","WARNING","-3136","28.8","55.8","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-11T20:57:18.835770","AI Vision / Joint Inspection","Joint 1","joint_damage","52.8","WARNING","-3136","28.8","55.8","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-11T10:32:25.689743","AI Vision / Joint Inspection","Joint 1","joint_damage","35.7","NORMAL","-3136","28.8","55.8","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-11T10:32:23.312211","AI Vision / Joint Inspection","Joint 1","joint_damage","26.7","NORMAL","-3136","28.8","55.8","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T15:50:45.851406","AI Vision / Joint Inspection","Joint 5","joint_damage","52.8","WARNING","-2082","28.8","56.1","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T14:19:28.326448","AI Vision / Joint Inspection","Joint 1","joint_damage","52.8","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T14:10:54.162694","AI Vision / Joint Inspection","Joint 1","joint_damage","52.8","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:55:21.480243","AI Vision / Joint Inspection","Joint 1","joint_damage","40.2","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:55:13.543755","AI Vision / Joint Inspection","Joint 1","joint_damage","43.4","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:54:03.449912","AI Vision / Joint Inspection","Joint 1","joint_damage","25.9","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:52:45.472114","AI Vision / Joint Inspection","Joint 1","joint_damage","40.6","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:52:39.578744","AI Vision / Joint Inspection","Joint 1","joint_damage","27.6","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:52:30.909594","AI Vision / Joint Inspection","Joint 1","joint_damage","30.3","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:52:13.518809","AI Vision / Joint Inspection","Joint 1","joint_damage","44.6","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:52:06.414851","AI Vision / Joint Inspection","Joint 1","joint_damage","40.0","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:52:03.478810","AI Vision / Joint Inspection","Joint 1","joint_damage","34.1","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:52:00.415457","AI Vision / Joint Inspection","Joint 1","joint_damage","37.2","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:51:57.451273","AI Vision / Joint Inspection","Joint 1","joint_damage","32.1","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:51:52.528407","AI Vision / Joint Inspection","Joint 1","joint_damage","55.0","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:51:46.634617","AI Vision / Joint Inspection","Joint 1","joint_damage","28.4","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:51:29.997798","AI Vision / Joint Inspection","Joint 1","joint_damage","74.3","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:51:13.986795","AI Vision / Joint Inspection","Joint 1","joint_damage","81.3","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:51:05.595955","AI Vision / Joint Inspection","Joint 1","joint_damage","33.7","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:30:05.032174","AI Vision / Joint Inspection","Joint 1","joint_damage","26.8","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:29:37.994430","AI Vision / Joint Inspection","Joint 1","joint_damage","39.2","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:29:11.990892","AI Vision / Joint Inspection","Joint 1","joint_damage","83.4","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:29:10.986589","AI Vision / Joint Inspection","Joint 1","joint_damage","53.0","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:29:04.995436","AI Vision / Joint Inspection","Joint 1","joint_damage","34.0","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:29:03.989566","AI Vision / Joint Inspection","Joint 1","joint_damage","38.6","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:28:37.974524","AI Vision / Joint Inspection","Joint 1","joint_damage","70.3","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:28:36.977968","AI Vision / Joint Inspection","Joint 1","joint_damage","28.3","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:28:35.976158","AI Vision / Joint Inspection","Joint 1","joint_damage","42.4","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:28:34.982197","AI Vision / Joint Inspection","Joint 1","joint_damage","46.0","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:28:25.981613","AI Vision / Joint Inspection","Joint 1","joint_damage","45.6","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:28:04.991810","AI Vision / Joint Inspection","Joint 1","joint_damage","37.3","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:28:01.972179","AI Vision / Joint Inspection","Joint 1","joint_damage","27.8","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:28:00.136421","AI Vision / Joint Inspection","Joint 1","joint_damage","49.3","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:59.973245","AI Vision / Joint Inspection","Joint 1","joint_damage","45.8","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:58.133528","AI Vision / Joint Inspection","Joint 1","joint_damage","49.8","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:56.985209","AI Vision / Joint Inspection","Joint 1","joint_damage","43.3","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:54.990342","AI Vision / Joint Inspection","Joint 1","joint_damage","40.4","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:53.974580","AI Vision / Joint Inspection","Joint 1","joint_damage","39.4","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:50.980034","AI Vision / Joint Inspection","Joint 1","joint_damage","36.2","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:48.981060","AI Vision / Joint Inspection","Joint 1","joint_damage","40.7","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:43.976190","AI Vision / Joint Inspection","Joint 1","joint_damage","51.6","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:42.993913","AI Vision / Joint Inspection","Joint 1","joint_damage","35.5","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:30.010742","AI Vision / Joint Inspection","Joint 1","joint_damage","55.1","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:28.979326","AI Vision / Joint Inspection","Joint 1","joint_damage","50.3","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:27.986485","AI Vision / Joint Inspection","Joint 1","joint_damage","47.9","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:26.990346","AI Vision / Joint Inspection","Joint 1","joint_damage","51.0","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:25.991447","AI Vision / Joint Inspection","Joint 1","joint_damage","60.3","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:24.979019","AI Vision / Joint Inspection","Joint 1","joint_damage","70.3","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:22.992001","AI Vision / Joint Inspection","Joint 1","joint_damage","78.8","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:21.990579","AI Vision / Joint Inspection","Joint 1","joint_damage","67.4","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:20.986371","AI Vision / Joint Inspection","Joint 1","joint_damage","68.2","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:19.970891","AI Vision / Joint Inspection","Joint 1","joint_damage","79.5","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:14.970377","AI Vision / Joint Inspection","Joint 1","joint_damage","28.3","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:12.026550","AI Vision / Joint Inspection","Joint 1","joint_damage","61.4","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:27:10.984765","AI Vision / Joint Inspection","Joint 1","joint_damage","80.9","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:23:20.193348","AI Vision / Joint Inspection","Joint 1","joint_damage","25.2","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:23:18.186512","AI Vision / Joint Inspection","Joint 1","joint_damage","31.1","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:23:13.477899","AI Vision / Joint Inspection","Joint 1","joint_damage","51.8","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-10T13:22:44.183687","AI Vision / Joint Inspection","Joint 1","joint_damage","28.0","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:55:28.276943","AI Vision / Joint Inspection","Joint 1","joint_damage","51.2","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:55:25.285831","AI Vision / Joint Inspection","Joint 1","joint_damage","49.5","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:54:25.120168","AI Vision / Joint Inspection","Joint 1","joint_damage","42.6","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:54:22.018027","AI Vision / Joint Inspection","Joint 1","joint_damage","35.9","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:54:11.237286","AI Vision / Joint Inspection","Joint 1","joint_damage","55.8","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:54:08.524729","AI Vision / Joint Inspection","Joint 1","joint_damage","61.1","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:53:12.507730","AI Vision / Joint Inspection","Joint 1","joint_damage","45.7","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:53:09.015945","AI Vision / Joint Inspection","Joint 1","joint_damage","39.8","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:53:08.779372","AI Vision / Joint Inspection","Joint 1","joint_damage","43.5","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:42:09.193296","AI Vision / Joint Inspection","Joint 1","joint_damage","62.1","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:42:04.941631","AI Vision / Joint Inspection","Joint 1","joint_damage","53.9","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:42:01.198345","AI Vision / Joint Inspection","Joint 1","joint_damage","52.3","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:41:54.108467","AI Vision / Joint Inspection","Joint 1","joint_damage","50.3","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:41:47.682498","AI Vision / Joint Inspection","Joint 1","joint_damage","34.8","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:41:41.517689","AI Vision / Joint Inspection","Joint 1","joint_damage","44.4","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:41:37.131893","AI Vision / Joint Inspection","Joint 1","joint_damage","45.2","NORMAL","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:41:30.087049","AI Vision / Joint Inspection","Joint 1","joint_damage","47.7","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:41:28.086112","AI Vision / Joint Inspection","Joint 1","joint_damage","41.9","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:41:27.077668","AI Vision / Joint Inspection","Joint 1","joint_damage","36.6","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:41:23.840862","AI Vision / Joint Inspection","Joint 1","joint_damage","38.0","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:41:21.088752","AI Vision / Joint Inspection","Joint 1","joint_damage","59.9","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:41:19.096042","AI Vision / Joint Inspection","Joint 1","joint_damage","45.2","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:41:17.094261","AI Vision / Joint Inspection","Joint 1","joint_damage","47.0","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:41:16.081487","AI Vision / Joint Inspection","Joint 1","joint_damage","38.1","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:41:14.061311","AI Vision / Joint Inspection","Joint 1","joint_damage","29.7","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
"2026-09-09T22:41:12.071924","AI Vision / Joint Inspection","Joint 1","joint_damage","56.2","WARNING","-2082","28.8","56","0","0","0","0","AI abnormality detected: joint damage; Warning condition recorded","Isolate the affected conveyor section when operationally safe and perform targeted joint/belt inspection."
